# Id,x_center,y_center,z_center,c,c_max,c_min,r_vir,n_vir,n_tot
395,-0.002695,-0.000281,-0.004907,10.091702,10.357486,9.822306,0.999257,1015,1016
396,-0.000000,-0.000000,0.000000,10.000573,10.263118,9.734622,0.998222,1012,1013
397,0.004604,-0.001460,0.002885,10.123870,10.394397,9.845331,1.001480,1017,1018
398,-0.009713,-0.014128,-0.007501,9.688041,9.947888,9.428475,1.014465,961,962
399,-0.000444,-0.000839,0.005637,10.036717,10.291650,9.786258,1.002970,984,985
400,0.002469,-0.006766,-0.003721,10.161822,10.421816,9.902766,1.004439,1009,1010
401,-0.000000,-0.000000,-0.000000,9.945783,10.207261,9.689741,0.998218,1008,1009
402,0.000000,-0.000000,0.000000,9.977406,10.237385,9.717768,0.998141,967,968
403,0.000000,0.000000,0.000000,10.009713,10.269493,9.742990,0.998138,967,968
404,0.003020,-0.004850,-0.000883,10.172866,10.477854,9.868107,0.999697,960,961
405,0.000000,0.000000,-0.000000,9.948658,10.235930,9.668205,0.998178,986,987
406,-0.000000,0.000000,0.000000,9.961586,10.217989,9.706966,0.998107,949,950
407,-0.000000,0.000000,0.000000,9.976934,10.269722,9.686685,0.998156,975,976
408,0.004957,0.002774,0.000291,10.088714,10.362622,9.821346,0.998802,993,994
409,0.006977,-0.003550,-0.000380,9.897759,10.140017,9.659847,0.998343,1070,1071
410,-0.001792,-0.000458,0.005224,10.124520,10.407207,9.839509,1.003777,1046,1047
411,0.005051,0.002348,0.000168,10.024081,10.287263,9.766528,1.001153,1036,1037
412,-0.000204,-0.003816,0.004032,10.040309,10.301695,9.785715,1.003573,1036,1037
413,-0.000000,-0.000000,0.000000,10.002733,10.271598,9.730656,0.998202,1001,1002
414,0.001876,-0.004024,0.003156,10.089159,10.349416,9.836079,1.001877,1079,1080
415,-0.002198,0.002316,-0.004618,9.972987,10.233333,9.711919,1.000155,1021,1022
416,0.008148,-0.000540,0.005581,9.945830,10.203177,9.694099,0.997084,1029,1030
417,-0.007138,-0.004880,0.005275,10.171802,10.418875,9.917813,1.005611,986,987
418,-0.000000,-0.000000,-0.000000,9.930327,10.184031,9.676176,0.998232,1015,1016
419,-0.013379,-0.002277,0.007908,10.111770,10.389998,9.840753,1.006022,1027,1028
420,-0.010912,0.003920,-0.001245,10.077834,10.336550,9.816005,1.004758,1018,1019
421,-0.006470,0.007306,-0.002405,9.881539,10.134577,9.629374,0.994758,1008,1009
422,0.003636,-0.003963,-0.001461,9.957433,10.228078,9.694368,1.001489,1031,1032
423,-0.000000,-0.000000,0.000000,9.954446,10.218180,9.695545,0.998167,980,981
424,-0.003400,0.001586,0.004171,10.104783,10.347794,9.865128,0.998347,1019,1020
425,0.001040,-0.002414,0.005007,9.967631,10.224982,9.703605,0.999579,1010,1011
426,-0.007524,-0.007334,-0.005181,9.981176,10.252688,9.710448,0.995578,1003,1004
427,-0.000000,-0.000000,-0.000000,10.033726,10.306335,9.761570,0.998214,1009,1010
428,-0.000109,0.007511,0.003639,10.134694,10.389783,9.883129,1.003411,953,954
429,0.008626,-0.002592,0.007809,10.070283,10.327064,9.811559,1.005761,977,978
430,0.000000,-0.000000,0.000000,9.990563,10.259041,9.723928,0.998231,1017,1018
431,0.000000,-0.000000,-0.000000,9.945163,10.208430,9.674787,0.998255,1029,1030
432,0.005045,0.004623,-0.014275,9.959642,10.237395,9.689760,1.005412,1017,1018
433,-0.000000,-0.000000,-0.000000,9.969740,10.228610,9.709693,0.998255,1030,1031
434,0.007517,-0.002365,-0.000884,10.168592,10.463404,9.867605,1.003046,1044,1045
435,-0.000000,-0.000000,-0.000000,9.981327,10.252390,9.716962,0.998144,969,970
436,-0.000000,-0.000000,-0.000000,9.985049,10.257426,9.715332,0.998244,1024,1025
437,0.000091,0.005488,-0.000888,9.969521,10.199612,9.736756,0.994257,1021,1022
438,-0.003965,-0.003892,-0.000997,10.051097,10.322006,9.781620,0.999256,1004,1005
439,0.000000,-0.000000,-0.000000,10.061809,10.308781,9.820575,0.998198,1001,1002
440,-0.003419,0.003680,0.002747,10.100268,10.356887,9.842050,1.003398,978,979
441,-0.008679,0.000446,-0.007930,9.789867,10.045614,9.538056,0.996323,998,999
